47 | 53016.00 | [24.0, -24.5, 16.0, -12.25, 9.6, -8.166666666666666, 6.857142857142857, -6.125, 5.333333333333333, -4.9, 4.363636363636363, -4.083333333333333, 3.6923076923076925, -3.5, 3.2, -3.0625, 2.823529411764706, -2.7222222222222223, 2.526315789473684, -2.45, 2.2857142857142856, -2.227272727272727, 2.0869565217391304, -2.0416666666666665, 1.92, -1.8846153846153846, 1.7777777777777777, -1.75, 1.6551724137931034, -1.6333333333333333, 1.5483870967741935, -1.53125, 1.4545454545454546, -1.4411764705882353, 1.3714285714285714, -1.3611111111111112, 1.2972972972972974, -1.2894736842105263, 1.2307692307692308, -1.225, 1.170731707317073, -1.1666666666666667, 1.1162790697674418, -1.1136363636363635, 1.0666666666666667, -1.065217391304348, 1.0212765957446808]
48 | 55272.00 | [-25.0, 24.5, -16.666666666666668, 12.25, -10.0, 8.166666666666666, -7.142857142857143, 6.125, -5.555555555555555, 4.9, -4.545454545454546, 4.083333333333333, -3.8461538461538463, 3.5, -3.3333333333333335, 3.0625, -2.9411764705882355, 2.7222222222222223, -2.6315789473684212, 2.45, -2.380952380952381, 2.227272727272727, -2.1739130434782608, 2.0416666666666665, -2.0, 1.8846153846153846, -1.8518518518518519, 1.75, -1.7241379310344827, 1.6333333333333333, -1.6129032258064515, 1.53125, -1.5151515151515151, 1.4411764705882353, -1.4285714285714286, 1.3611111111111112, -1.3513513513513513, 1.2894736842105263, -1.2820512820512822, 1.225, -1.2195121951219512, 1.1666666666666667, -1.1627906976744187, 1.1136363636363635, -1.1111111111111112, 1.065217391304348, -1.0638297872340425, 1.0208333333333333]
49 | 60025.00 | [25.0, -25.5, 16.666666666666668, -12.75, 10.0, -8.5, 7.142857142857143, -6.375, 5.555555555555555, -5.1, 4.545454545454546, -4.25, 3.8461538461538463, -3.642857142857143, 3.3333333333333335, -3.1875, 2.9411764705882355, -2.8333333333333335, 2.6315789473684212, -2.55, 2.380952380952381, -2.3181818181818183, 2.1739130434782608, -2.125, 2.0, -1.9615384615384615, 1.8518518518518519, -1.8214285714285714, 1.7241379310344827, -1.7, 1.6129032258064515, -1.59375, 1.5151515151515151, -1.5, 1.4285714285714286, -1.4166666666666667, 1.3513513513513513, -1.3421052631578947, 1.2820512820512822, -1.275, 1.2195121951219512, -1.2142857142857142, 1.1627906976744187, -1.1590909090909092, 1.1111111111111112, -1.108695652173913, 1.0638297872340425, -1.0625, 1.0204081632653061]
50 | 62475.00 | [-26.0, 25.5, -17.333333333333332, 12.75, -10.4, 8.5, -7.428571428571429, 6.375, -5.777777777777778, 5.1, -4.7272727272727275, 4.25, -4.0, 3.642857142857143, -3.466666666666667, 3.1875, -3.0588235294117645, 2.8333333333333335, -2.736842105263158, 2.55, -2.4761904761904763, 2.3181818181818183, -2.260869565217391, 2.125, -2.08, 1.9615384615384615, -1.9259259259259258, 1.8214285714285714, -1.793103448275862, 1.7, -1.6774193548387097, 1.59375, -1.5757575757575757, 1.5, -1.4857142857142858, 1.4166666666666667, -1.4054054054054055, 1.3421052631578947, -1.3333333333333333, 1.275, -1.2682926829268293, 1.2142857142857142, -1.2093023255813953, 1.1590909090909092, -1.1555555555555554, 1.108695652173913, -1.1063829787234043, 1.0625, -1.0612244897959184, 1.02]
51 | 67626.00 | [26.0, -26.5, 17.333333333333332, -13.25, 10.4, -8.833333333333334, 7.428571428571429, -6.625, 5.777777777777778, -5.3, 4.7272727272727275, -4.416666666666667, 4.0, -3.7857142857142856, 3.466666666666667, -3.3125, 3.0588235294117645, -2.9444444444444446, 2.736842105263158, -2.65, 2.4761904761904763, -2.409090909090909, 2.260869565217391, -2.2083333333333335, 2.08, -2.0384615384615383, 1.9259259259259258, -1.8928571428571428, 1.793103448275862, -1.7666666666666666, 1.6774193548387097, -1.65625, 1.5757575757575757, -1.5588235294117647, 1.4857142857142858, -1.4722222222222223, 1.4054054054054055, -1.394736842105263, 1.3333333333333333, -1.325, 1.2682926829268293, -1.2619047619047619, 1.2093023255813953, -1.2045454545454546, 1.1555555555555554, -1.1521739130434783, 1.1063829787234043, -1.1041666666666667, 1.0612244897959184, -1.06, 1.0196078431372548]
52 | 70278.00 | [-27.0, 26.5, -18.0, 13.25, -10.8, 8.833333333333334, -7.714285714285714, 6.625, -6.0, 5.3, -4.909090909090909, 4.416666666666667, -4.153846153846154, 3.7857142857142856, -3.6, 3.3125, -3.176470588235294, 2.9444444444444446, -2.8421052631578947, 2.65, -2.5714285714285716, 2.409090909090909, -2.347826086956522, 2.2083333333333335, -2.16, 2.0384615384615383, -2.0, 1.8928571428571428, -1.8620689655172413, 1.7666666666666666, -1.7419354838709677, 1.65625, -1.6363636363636365, 1.5588235294117647, -1.542857142857143, 1.4722222222222223, -1.4594594594594594, 1.394736842105263, -1.3846153846153846, 1.325, -1.3170731707317074, 1.2619047619047619, -1.255813953488372, 1.2045454545454546, -1.2, 1.1521739130434783, -1.148936170212766, 1.1041666666666667, -1.1020408163265305, 1.06, -1.0588235294117647, 1.0192307692307692]
53 | 75843.00 | [27.0, -27.5, 18.0, -13.75, 10.8, -9.166666666666666, 7.714285714285714, -6.875, 6.0, -5.5, 4.909090909090909, -4.583333333333333, 4.153846153846154, -3.9285714285714284, 3.6, -3.4375, 3.176470588235294, -3.0555555555555554, 2.8421052631578947, -2.75, 2.5714285714285716, -2.5, 2.347826086956522, -2.2916666666666665, 2.16, -2.1153846153846154, 2.0, -1.9642857142857142, 1.8620689655172413, -1.8333333333333333, 1.7419354838709677, -1.71875, 1.6363636363636365, -1.6176470588235294, 1.542857142857143, -1.5277777777777777, 1.4594594594594594, -1.4473684210526316, 1.3846153846153846, -1.375, 1.3170731707317074, -1.3095238095238095, 1.255813953488372, -1.25, 1.2, -1.1956521739130435, 1.148936170212766, -1.1458333333333333, 1.1020408163265305, -1.1, 1.0588235294117647, -1.0576923076923077, 1.0188679245283019]
54 | 78705.00 | [-28.0, 27.5, -18.666666666666668, 13.75, -11.2, 9.166666666666666, -8.0, 6.875, -6.222222222222222, 5.5, -5.090909090909091, 4.583333333333333, -4.3076923076923075, 3.9285714285714284, -3.7333333333333334, 3.4375, -3.2941176470588234, 3.0555555555555554, -2.9473684210526314, 2.75, -2.6666666666666665, 2.5, -2.4347826086956523, 2.2916666666666665, -2.24, 2.1153846153846154, -2.074074074074074, 1.9642857142857142, -1.9310344827586208, 1.8333333333333333, -1.8064516129032258, 1.71875, -1.696969696969697, 1.6176470588235294, -1.6, 1.5277777777777777, -1.5135135135135136, 1.4473684210526316, -1.435897435897436, 1.375, -1.3658536585365855, 1.3095238095238095, -1.302325581395349, 1.25, -1.2444444444444445, 1.1956521739130435, -1.1914893617021276, 1.1458333333333333, -1.1428571428571428, 1.1, -1.0980392156862746, 1.0576923076923077, -1.0566037735849056, 1.0185185185185186]
55 | 84700.00 | [28.0, -28.5, 18.666666666666668, -14.25, 11.2, -9.5, 8.0, -7.125, 6.222222222222222, -5.7, 5.090909090909091, -4.75, 4.3076923076923075, -4.071428571428571, 3.7333333333333334, -3.5625, 3.2941176470588234, -3.1666666666666665, 2.9473684210526314, -2.85, 2.6666666666666665, -2.590909090909091, 2.4347826086956523, -2.375, 2.24, -2.1923076923076925, 2.074074074074074, -2.0357142857142856, 1.9310344827586208, -1.9, 1.8064516129032258, -1.78125, 1.696969696969697, -1.6764705882352942, 1.6, -1.5833333333333333, 1.5135135135135136, -1.5, 1.435897435897436, -1.425, 1.3658536585365855, -1.3571428571428572, 1.302325581395349, -1.2954545454545454, 1.2444444444444445, -1.2391304347826086, 1.1914893617021276, -1.1875, 1.1428571428571428, -1.14, 1.0980392156862746, -1.0961538461538463, 1.0566037735849056, -1.0555555555555556, 1.018181818181818]
56 | 87780.00 | [-29.0, 28.5, -19.333333333333332, 14.25, -11.6, 9.5, -8.285714285714286, 7.125, -6.444444444444445, 5.7, -5.2727272727272725, 4.75, -4.461538461538462, 4.071428571428571, -3.8666666666666667, 3.5625, -3.411764705882353, 3.1666666666666665, -3.0526315789473686, 2.85, -2.761904761904762, 2.590909090909091, -2.5217391304347827, 2.375, -2.32, 2.1923076923076925, -2.1481481481481484, 2.0357142857142856, -2.0, 1.9, -1.8709677419354838, 1.78125, -1.7575757575757576, 1.6764705882352942, -1.6571428571428573, 1.5833333333333333, -1.5675675675675675, 1.5, -1.4871794871794872, 1.425, -1.4146341463414633, 1.3571428571428572, -1.3488372093023255, 1.2954545454545454, -1.288888888888889, 1.2391304347826086, -1.2340425531914894, 1.1875, -1.183673469387755, 1.14, -1.1372549019607843, 1.0961538461538463, -1.0943396226415094, 1.0555555555555556, -1.0545454545454545, 1.0178571428571428]
57 | 94221.00 | [29.0, -29.5, 19.333333333333332, -14.75, 11.6, -9.833333333333334, 8.285714285714286, -7.375, 6.444444444444445, -5.9, 5.2727272727272725, -4.916666666666667, 4.461538461538462, -4.214285714285714, 3.8666666666666667, -3.6875, 3.411764705882353, -3.2777777777777777, 3.0526315789473686, -2.95, 2.761904761904762, -2.6818181818181817, 2.5217391304347827, -2.4583333333333335, 2.32, -2.269230769230769, 2.1481481481481484, -2.107142857142857, 2.0, -1.9666666666666666, 1.8709677419354838, -1.84375, 1.7575757575757576, -1.7352941176470589, 1.6571428571428573, -1.6388888888888888, 1.5675675675675675, -1.5526315789473684, 1.4871794871794872, -1.475, 1.4146341463414633, -1.4047619047619047, 1.3488372093023255, -1.3409090909090908, 1.288888888888889, -1.2826086956521738, 1.2340425531914894, -1.2291666666666667, 1.183673469387755, -1.18, 1.1372549019607843, -1.1346153846153846, 1.0943396226415094, -1.0925925925925926, 1.0545454545454545, -1.0535714285714286, 1.0175438596491229]
58 | 97527.00 | [-30.0, 29.5, -20.0, 14.75, -12.0, 9.833333333333334, -8.571428571428571, 7.375, -6.666666666666667, 5.9, -5.454545454545454, 4.916666666666667, -4.615384615384615, 4.214285714285714, -4.0, 3.6875, -3.5294117647058822, 3.2777777777777777, -3.1578947368421053, 2.95, -2.857142857142857, 2.6818181818181817, -2.608695652173913, 2.4583333333333335, -2.4, 2.269230769230769, -2.2222222222222223, 2.107142857142857, -2.0689655172413794, 1.9666666666666666, -1.935483870967742, 1.84375, -1.8181818181818181, 1.7352941176470589, -1.7142857142857142, 1.6388888888888888, -1.6216216216216217, 1.5526315789473684, -1.5384615384615385, 1.475, -1.4634146341463414, 1.4047619047619047, -1.3953488372093024, 1.3409090909090908, -1.3333333333333333, 1.2826086956521738, -1.2765957446808511, 1.2291666666666667, -1.2244897959183674, 1.18, -1.1764705882352942, 1.1346153846153846, -1.1320754716981132, 1.0925925925925926, -1.0909090909090908, 1.0535714285714286, -1.0526315789473684, 1.0172413793103448]
